titulo;autores;isbn;calificacion_promedio
Deception Point;Dan Brown;671027387;3.7
Deception Point;Dan Brown;552151769;3.7
Deception Point;Dan Brown;593055071;3.7
حقيقة الخديعة;Dan Brown-دان براون-فايزة المنجد-محمد فداء الهاشمي;9953299072;3.7
Deception Point;Dan Brown;1416524886;3.7
A Killing Rain (Louis Kincaid  #6);P.J. Parrish;078601606X;4.04
Eye of the Storm (Hudson  #3);V.C. Andrews;743409159;3.82
The Millionaire Next Door: The Surprising Secrets of America's Wealthy;Thomas J. Stanley-William D. Danko;671015206;4.02
Think and Grow Rich: The Landmark Bestseller Now Revised and Updated for the 21st Century;Napoleon Hill;1585424331;4.18
Think and Grow Rich;Napoleon Hill;1932429239;4.18
Pragmatic Version Control: Using Subversion (The Pragmatic Starter Kit Series);Mike   Mason;977616657;3.57
Read My Lips: Sexual Subversion and the End of Gender;Riki Anne Wilchins;1563410907;3.95
Trump: The Art of the Deal;Donald J. Trump-Tony Schwartz;345479173;3.65
The Richest Man in Babylon;George S. Clason;451205367;4.25
The Richest Man in Babylon;George S. Clason;1419349996;4.25
Shibumi;Trevanian-Gisela Stege;1400098033;4.22
1776;David McCullough;743226720;4.07
1776;Peter  Stone-Sherman Edwards;140481397;4.21
The Crescent Obscured: The United States and the Muslim World  1776-1815;Robert J. Allison;226014908;3.6
Gap Creek;Robert Morgan;1565122429;3.73
The Good Earth (House of Earth  #1);Pearl S. Buck;1416500189;3.98
The Good Earth;Pearl S. Buck;671823493;3.98
Purpose Driven Life - For Commuters: What on Earth Am I Here For?;Rick Warren;310258979;3.92
Purpose Driven Life;Rick Warren;310264138;3.92
Fast Food Nation: The Dark Side of the All-American Meal;Eric Schlosser;60838582;3.74
Fast Food Nation: What The All-American Meal is Doing to the World;Eric Schlosser;141006870;3.74
Snow Flower and the Secret Fan;Lisa See;812968069;4.07
The Broker;John Grisham;385340540;3.78
The Power Broker: Robert Moses and the Fall of New York;Robert A. Caro;394720245;4.5
The Power Broker: A Novel (Christian Gillette  #3);Stephen W. Frey;345480600;3.73
Body For Life: 12 Weeks to Mental and Physical Strength;Bill Phillips-Michael D'Orso;60193395;3.73
Body for Life for Women: A Woman's Plan for Physical and Mental Transformation;Pamela Peeke-Cindy Crawford;1579546013;3.63
Eating for Life: Your Guide to Great Health  Fat Loss and Increased Energy!;Bill Phillips;972018417;3.95
The Warren Buffett Way;Robert G. Hagstrom-Bill Miller-Kenneth L. Fisher;471743674;4.12
The Warren Buffett CEO: Secrets from the Berkshire Hathaway Managers;Robert P. Miles-Tom Osborne;471430455;4.05
Monkey Business: True Story of the Scopes Trial;Marvin N. Olasky-John R. Perry;805431578;3.16
Junie B. Jones and a Little Monkey Business (Junie B. Jones  #2);Barbara Park-Denise Brunkus;679838864;3.98
Monkey Business;Sarah Mlynowski;373250711;3.66
Liar's Poker;Michael   Lewis;140143459;4.15
Liar's Poker: A Harry Garnish Mystery;Frank McConnell;802732291;3.31
Giada's Family Dinners;Giada De Laurentiis-Victoria Pearson;030723827X;3.96
Everyday Italian: 125 Simple and Delicious Recipes;Giada De Laurentiis;1400052580;3.95
Everyday Pasta;Giada De Laurentiis-Victoria Pearson;307346587;4.09
Tyler's Ultimate: Brilliant Simple Food to Make Any Time;Tyler Florence-Petrina Tinslay;1400052386;4.1
Tyler Florence's Real Kitchen: An Indespensible Guide for Anybody Who Likes to Cook;Tyler Florence-JoAnn Cianciulli-Bill Bettencourt-Bobby Flay;609609971;4.05
Eat This Book: Cooking with Global Fresh Flavors;Tyler Florence-Petrina Tinslay;1400052378;3.92
Freakonomics: A Rogue Economist Explores the Hidden Side of Everything;Steven D. Levitt-Stephen J. Dubner;61234001;3.96
Freakonomics: Un economista políticamente incorrecto explora el lado oculto de lo que nos afecta;Steven D. Levitt-Stephen J. Dubner;8466625127;3.96
Freakonomics: A Rogue Economist Explores the Hidden Side of Everything;Steven D. Levitt-Stephen J. Dubner;61245135;3.96
Freakonomics  - O Estranho Mundo da Economia;Steven D. Levitt-Stephen J. Dubner-Carlos Braga;9722334964;3.96
Collapse;Jared Diamond;739455354;3.93
The Last Assassin (John Rain  #5);Barry Eisler;399153594;4.25
Life of Pi;Yann Martel;156030209;3.9
Vida de Pi;Yann Martel;8423335127;3.9
L'Histoire de Pi;Yann Martel-Nicole Martel-Emile Martel;828808392;3.9
The Shadow of the Wind (The Cemetery of Forgotten Books  #1);Carlos Ruiz Zafón-Lucia Graves;143034901;4.26
Shadows and Wind: A View of Modern Vietnam;Robert Templer;140285970;3.48
Shadows and Wind: A View of Modern Vietnam;Robert Templer;316646660;3.48
A Million Little Pieces;James Frey;307276902;3.63
A Million Little Pieces of Feces;Python Bonkers;1411677315;3.55
A Million Little Lies;James Pinocchio-Pablo Fenjves;61171468;3.4
The Leadership Challenge;James M. Kouzes-Barry Z. Posner;787968331;4.04
Lincoln on Leadership: Executive Strategies for Tough Times;Donald T. Phillips;446394599;4.13
Leadership in Organizations;Gary Yukl;131494848;3.68
Leadership Through the Ages: A Collection of Favorite Quotations;Rudolph W. Giuliani;1401359299;3.95
Leadership;Rudolph W. Giuliani;316861014;3.72
Men Are from Mars  Women Are from Venus;John Gray;60574216;3.54
Mars and Venus Book of Days: 365 Inspriations to Enrich Your Relationships;John Gray;60192771;3.54
Men are from Mars  Women are from Venus;John Gray;7152590;3.54
Men Are From Mars  Women Are From Venus: A Practical Guide For Improving Communication and Getting What You Want;John Gray;722538448;3.54
Men Are from Mars  Women Are from Venus;John Gray;006123205X;3.54
How to Succeed with Women;Ron  Louis-David Copeland;735200300;3.77
The Clan of the Cave Bear (Earth's Children  #1);Jean M. Auel;553381679;4.04
The Clan of the Cave Bear (Earth's Children  #1);Jean M. Auel;517542021;4.04
The Clan of the Cave Bear  Part 1 of 2 (Earth's Children  #1);Jean M. Auel-Donada  Peters;736606378;4.43
The Clan of the Cave Bear  Part 2 of 2 (Earth's Children  #1);Jean M. Auel;5557075313;4.56
Moneyball: The Art of Winning an Unfair Game;Michael   Lewis;393324818;4.26
Juiced Official Strategy Guide;Doug Walsh;744005612;0.0
The 48 Laws of Power;Robert Greene-Joost Elffers;140280197;4.19
Gates of Fire: An Epic Novel of the Battle of Thermopylae;Steven Pressfield;055338368X;4.41
Gates Of Fire;Steven Pressfield;553812165;4.41
Fire Sea (The Death Gate Cycle  #3);Margaret Weis-Tracy Hickman;553295411;4.06
The Gate of Fire (Oath Of Empire Book Two);Thomas Harlan;812590104;3.58
The Afghan Campaign;Steven Pressfield;038551641X;3.96
Tides of War;Steven Pressfield;553381393;3.89
Last of the Amazons;Steven Pressfield;553382047;3.75
The War of Art: Break Through the Blocks & Win Your Inner Creative Battles;Steven Pressfield-Robert McKee;446691437;4.02
Gita on the Green;Stephen J. Rosen-Steven Pressfield;826413013;3.74
Blood Stripes: The Grunt's View of the War in Iraq;David J. Danelo-Steven Pressfield;811701646;3.88
Phaedrus and Letters VII and VIII;Plato-Walter Hamilton;140442758;4.12
Phaedrus;Plato-Robin Waterfield;192802771;3.91
Phaedrus;Plato-C.J. Rowe;140449744;3.91
Euthyphro. Apology. Crito. Phaedo. Phaedrus.;Plato-Harold North Fowler;674990404;4.36
Babrius and Phaedrus: Fables (Loeb Classical Library #436);Babrius-Phaedrus-Ben Edwin Perry;674994809;4.31
Parmenides/Philebus/Symposium/Phaedrus/Alcibiades 1-2/Hipparchus/Amatores (Platonis Opera  #2);Plato-John Burnet-Hipparchus;198145411;4.87
Lysis/Phaedrus/Symposium: Plato on Homosexuality;Plato-Benjamin Jowett;879756322;4.47
Enthusiasm and Divine Madness;Josef Pieper-Richard Winston-Clara Winston;189031823X;4.48
On Love: Lysis/Symposium/Phaedrus/Alcibiades/Selections from Republic & Laws;Plato-C.D.C. Reeve;872207889;4.05
Gorgias/Phaedrus (Agora);Plato-James H. Nichols Jr.;801435307;4.41
Statesman;Plato-C.J. Rowe;872204626;3.84
Gorgias;Plato-Walter Hamilton-Chris Emlyn-Jones;140449043;3.95
Lysis/Symposium/Gorgias;Plato-W.R.M. Lamb;674991842;4.39
The Histories;Herodotus-Aubrey de Sélincourt-John M. Marincola;140449086;3.98
The Histories;Herodotus-Aubrey de Sélincourt-John M. Marincola;140446389;3.98
The History (Great Minds);Herodotus-Henry Francis Cary;879757779;3.98
The Histories;Herodotus-Carolyn Dewald-Robin Waterfield;192824252;3.98
The Histories;Herodotus-Aubrey de Sélincourt-Andrew Robert Burn;140440348;3.98
The Histories;Herodotus-Jennifer Tolbert Roberts-Walter Blanco;393959465;3.98
The Histories;Herodotus-Edward Henry Blakeney-George Rawlinson-Rosalind Thomas;375400613;3.98
The History;Herodotus-Peter Grene;226327701;3.98
The Iliad;Homer-Robert Fagles-Bernard Knox;140275363;3.85
Iliad;Homer-Stanley Lombardo-Sheila Murnaghan;872203522;3.85
The Iliad;Homer-Robert Fitzgerald-Andrew Ford;374529051;3.85
The Iliad/The Odyssey;Homer-Robert Fagles-Bernard Knox;147712556;4.03
The Iliad;Homer-E.V. Rieu-Peter Jones-D.C.H. Rieu;140447946;3.85
The Iliad;Homer-W.H.D. Rouse;451527372;3.85
The Essential Iliad;Homer-Sheila Murnaghan-Stanley Lombardo;872205428;3.95
The Odyssey;Homer-Robert Fagles-Bernard Knox;143039954;3.75
The Odyssey;Homer-Robert Fitzgerald-D.S. Carne-Ross;374525749;3.75
The Odyssey;Homer-Richmond Lattimore;60931957;3.75
The Odyssey;Homer-E.V. Rieu-Peter Jones-D.C.H. Rieu;140449116;3.75
The Odyssey;Homer-W.H.D. Rouse;451527364;3.75
Aeneid: Selections from Books 1  2  4  6  10  12;Virgil-Barbara Weiden Boyd;086516584X;4.34
Eclogues. Georgics. Aeneid: Books 1-6;Virgil-Henry Rushton Fairclough-G.P. Goold;067499583X;4.31
City Eclogue;Ed Roberson;1891190237;4.14
The Eclogues and The Georgics;Virgil-Cecil Day-Lewis;192837680;3.82
Paul Kirk's Championship Barbecue Sauces: 175 Make-Your-Own Sauces  Marinades  Dry Rubs  Wet Rubs  Mops and Salsas;Paul  Kirk;155832125X;3.9
The Riverside Shakespeare;William Shakespeare-G. Blakemore Evans;395754909;4.55
The Complete Pelican Shakespeare;William Shakespeare-Stephen Orgel-A.R. Braunmuller;141000589;4.59
The Complete Works;William Shakespeare;517092948;4.49
Hamlet;William Shakespeare-Harold Bloom-Rex Gibson;521618746;4.01
The Oxford Shakespeare: The Complete Works;William Shakespeare-Stanley Wells-Gary Taylor;199267170;4.62
The Compleat Works of Wllm Shkspr (abridged);Reduced Shakespeare Company-Jess Borgeson-Adam Long-Daniel Singer-Jess Winfield;1557831572;4.46
The Pilgrimage: A Contemporary Quest for Ancient Wisdom;Paulo Coelho-Alan R. Clarke;006251279X;3.65
The Valkyries;Paulo Coelho-Alan R. Clarke;62513346;3.31
Warrior of the Light;Paulo Coelho;60527986;3.7
The Zahir;Paulo Coelho-Margaret Jull Costa;60832819;3.57
By the River Piedra I Sat Down and Wept;Paulo Coelho-Alan R. Clarke;61122092;3.57
The Fifth Mountain;Paulo Coelho-Clifford E. Landers;60930136;3.62
Eleven Minutes;Paulo Coelho-Margaret Jull Costa;60589280;3.69
Veronika Decides to Die;Paulo Coelho-Margaret Jull Costa;61124265;3.7
Hamlet;William Shakespeare-Stephen Orgel-A.R. Braunmuller;140714545;4.01
Cliffs Notes on Shakespeare's Hamlet;Carla Lynn Stockton;764586033;3.68
Shakespeare's Hamlet;William Shakespeare-Terri Mategrano;764585681;4.04
Hamlet's Mill: An Essay Investigating  the Origins of Human Knowledge & Its Transmission Through Myth;Giorgio De Santillana-Hertha Von Dechend;879232153;4.27
History of the Peloponnesian War: Bk. 1-2;Thucydides-C.F. Smith;674991206;4.3
On Justice  Power and Human Nature: Selections from The History of the Peloponnesian War;Thucydides-Paul Woodruff;872201686;3.72
History of the Peloponnesian War: Bk. 5-6;Thucydides-C.F. Smith;674991222;4.34
The Peloponnesian War;Thucydides-Steven Lattimore;872203948;3.89
The Peloponnesian War: A New Translation  Backgrounds  Interpretations;Thucydides-Jennifer Tolbert Roberts-Walter Blanco;393971678;3.89
History of the Peloponnesian War  Bk. 7-8;Thucydides-C.F. Smith;674991877;4.28
Thucydides  Book 6 Commentary;Cynthia W. Shelmerdine;929524357;4.5
Euripides I: Alcestis / The Medea / The Heracleidae / Hippolytus;Euripides-Richmond Lattimore-David Grene-Rex Warner-Ralph Gladstone;226307808;4.03
Euripides V: Electra / The Phoenician Women / The Bacchae;Euripides-David Grene-Richmond Lattimore-Emily Townsend Vermeule-Elizabeth Wyckoff-William Arrowsmith;226307840;4.21
Euripides IV: Rhesus / The Suppliant Women / Orestes / Iphigenia in Aulis;Euripides-David Grene-Richmond Lattimore-William Arrowsmith-Frank William Jones-Charles R. Walker;226307832;4.21
Grief Lessons: Four Plays by Euripides;Euripides-Anne Carson;1590171802;4.39
Ten Plays;Euripides-Moses Hadas-John Maclean;553213636;4.17
Euripides III: Hecuba / Andromache / The Trojan Women / Ion (Complete Greek Tragedies  #7);Euripides-David Grene-Richmond Lattimore-William Arrowsmith-John Frederick Nims-Ronald Frederick Willetts;226307824;3.98
Euripides II: The Cyclops / Heracles / Iphigenia in Tauris / Helen;Euripides-David Grene-Richmond Lattimore-Witter Bynner-William Arrowsmith;226307816;4.33
Medea and Other Plays;Euripides-John Davie-Richard Rutherford;140449299;4.03
Cyclops. Alcestis. Medea;Euripides-David Kovacs;674995600;4.21
Medea;Euripides-Donald J. Mastronarde;521643864;3.85
The Bacchae and Other Plays;Euripides-John Davie-Richard Rutherford;140447261;4.13
Bakkhai;Euripides-Reginald Gibbons-Peter H. Burian;195125983;3.86
Plays 1: Medea/The Phoenician Women/Bacchae;Euripides-David Thompson-J. Michael Walton;413752801;3.78
The Trojan Women and Hippolytus;Euripides;486424626;3.56
The Bacchae of Euripides: A Communion Rite;Wole Soyinka;393325830;3.85
Orestes and Other Plays;Euripides-James Morwood-Robin Waterfield;192832603;4.07
Alcestis;Euripides-William Arrowsmith;195061667;3.83
Suppliant Women  Electra  Heracles;Euripides-David Kovacs;067499566X;4.47
Helen;Euripides-A. Dale;090651598X;3.69
Medea;Euripides-Georgia Ann Machemer-Michael   Collier;195145666;3.85
Euripides: Medea;William Allan;071563187X;3.88
CliffsNotes on Euripides' Medea and Electra;Robert J. Milch;822004240;4.2
Trojan Women/Iphigenia Among the Taurians/Ion;Euripides-David Kovacs;674995740;3.97
Euripides: Iphigenia at Aulis (Companions to Greek & Roman Tragedy);Euripides-Pantelis Michelakis;715629948;4.02
The Complete Greek Tragedies  Volume 3: Euripides;Euripides-David Grene-Richmond Lattimore;226307662;4.48
Aeschylus I: Oresteia (Agamemnon  The Libation Bearers  The Eumenides);Aeschylus-David Grene-Richmond Lattimore;226307786;4.01
Aeschylus II: The Suppliant Maidens  The Persians  Seven against Thebes  and Prometheus Bound (The Complete Greek Tragedies);Aeschylus-David Grene-Richmond Lattimore-Seth Benardete;226307948;4.1
The Oresteia;Aeschylus-Alan Shapiro-Peter H. Burian;019513592X;4.01
The Oresteia: Agamemnon  The Libation Bearers  The Eumenides;Aeschylus-Robert Fagles-William Bedell Stanford;140443339;4.01
Oresteia;Aeschylus-Peter Meineck-Helene P. Foley;872203905;4.01
Prometheus Bound and Other Plays;Aeschylus-Philip Vellacott;140441123;4.1
The Oresteia;Aeschylus-Ted Hughes;374527059;4.01
Aeschylus  1: The Oresteia: Agamemnon/The Libation Bearers/The Eumenides;Aeschylus-David R. Slavitt-Smith Palmer Bovie;081221627X;4.01
The Complete Greek Tragedies  Volume 1: Aeschylus;Aeschylus-Richmond Lattimore-David Grene;226307646;4.11
Aeschylus: The Oresteia (A Student Guide: Landmarks of World Literature);Simon Goldhill;521539811;4.03
The Oresteia: Agamemnon  Choephoroe & Eumenides (Everyman's Library  No. 260);Aeschylus-George Thomson-Richard Seaford;1400041929;4.01
Aeschylus 2: The Persians/Seven Against Thebes/The Suppliants/Prometheus Bound;Aeschylus-David R. Slavitt-Smith Palmer Bovie;812216717;4.1
The Oresteia Trilogy: Agamemnon/The Libation-Bearers/The Furies;Aeschylus-E.D.A. Morshead;486292428;4.01
The Suppliant Maidens/The Persians/Seven against Thebes/Prometheus Bound;Aeschylus-E.D.A. Morshead;1419150014;4.1
Sophocles II: Ajax/Women of Trachis/Electra/Philoctetes (Complete Greek Tragedies 4);Sophocles-David Grene-Richmond Lattimore-John Moore-Michael Jameson;226307867;4.14
"The Oedipus Plays of Sophocles: Oedipus the King; Oedipus at Colonus; Antigone";Sophocles-Paul Roche;452011671;3.97
The Complete Plays;Sophocles-Paul Roche;451527844;4.27
The Oedipus Cycle: Oedipus Rex  Oedipus at Colonus  Antigone;Sophocles-Robert Fitzgerald-Dudley Fitts;015602764X;3.97
The Three Theban Plays: Antigone  Oedipus the King  Oedipus at Colonus;Sophocles-Robert Fagles-Bernard Knox;140444254;3.97
Ajax/Electra/Oedipus Tyrannus;Sophocles-Hugh Lloyd-Jones;674995570;4.49
Theban Plays;Sophocles-Peter Meineck-Paul Woodruff;872205851;3.97
The Theban Plays (Everyman's Library  #93);Sophocles-David Grene-Charles Segal;679431322;3.97
Electra and Other Plays;Sophocles-E.F. Watling;140440283;4.14
Antigone / Oedipus the King / Electra;Sophocles-Edith Hall-H.D.F. Kitto;192835882;3.94
Oedipus Rex  (The Theban Plays  #1);Sophocles-J.E. Thomas;1580495931;3.69
The Oedipus Plays of Sophocles;Sophocles-Paul Roche;451621603;3.97
Oedipus Rex (Greek and Latin Classics);Sophocles-Roger D. Dawe;521617359;3.69
Oedipus the King;Sophocles-Bernard Knox-Cynthia Brantley Johnson;1416500332;3.69
Four Plays: The Clouds/The Birds/Lysistrata/The Frogs;Aristophanes-William Arrowsmith-Richmond Lattimore-Douglass Parker;452007178;4.06
Three Plays by Aristophanes: Lysistrata/Women at the Thesmophoria/Assemblywomen;Aristophanes-Jeffrey Henderson;415907446;3.92
The Complete Plays;Aristophanes-Moses Hadas;553213431;4.21
Aristophanes 1: The Acharnians/Peace/Celebrating Ladies/Wealth;Aristophanes-David R. Slavitt;812234561;3.83
Clouds/Wasps/Birds (Aristophanes 1);Aristophanes-Peter Meineck;872203611;3.76
Lysistrata and Other Plays;Aristophanes-Alan H. Sommerstein;140448144;3.96
Acharnians;Aristophanes-Jeffrey Henderson;1585100870;3.42
Clouds;Aristophanes-Kenneth James Dover;199120099;3.76
Clouds/Wasps/Peace;Aristophanes-Jeffrey Henderson;674995376;4.12
The Birds and Other Plays;Aristophanes-David B. Barrett-Alan H. Sommerstein;140449515;4.13
Three Plays: The Wasps / The Poet and the Women / The Frogs;Aristophanes-David B. Barrett;140441522;3.95
Four Comedies: Lysistrata / The Frogs / The Birds / Ladies' Day;Aristophanes-Dudley Fitts;156027658;4.03
Frogs/Assemblywomen/Wealth (Loeb Classical Library 180);Aristophanes-Jeffrey Henderson;674995961;4.19
Cliffs Notes on Aristophanes' Lysistrata  The Birds  The Clouds  The Frogs;W. John Campbell;822007762;2.33
Aristophanes and Athens: An Introduction to the Plays;Douglas M. MacDowell;198721595;4.07
Lysistrata;Aristophanes-Douglass Parker;451616227;3.85
Peace;Aristophanes-S. Douglas Olson;198140819;3.58
Lysistrata;Aristophanes-Sarah Ruden;872206033;3.85
The Knights / Peace / The Birds / The Assembly Women / Wealth;Aristophanes-Alan H. Sommerstein-David B. Barrett-David Brett;140443320;3.79
Genres in Dialogue: Plato and the Construct of Philosophy;Andrea Wilson Nightingale;521774330;4.33
Night (The Night Trilogy  #1);Elie Wiesel-Marion Wiesel-François Mauriac;374500010;4.32
